BuildingGUID,GUID,IfcClass,Nl-sfb,Material,TaskID,Resource,TaskName,TaskStart,TaskFinish,Element on time or not
2CKEPCy9T9zQMKorZoDrni,3QRSFTS7r9xxL90rDUu7c0,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#82941),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1XEk8EGhr1Oe_0G$5xq44e,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#83754),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3kx3QmU9L04PVOIn7OaHK7,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#83971),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3mxmp$OGL5oBnRrAF_J3Sy,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#84224),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0mD_EVF2jDRgVe5$GfJFVf,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#84448),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,11Bn9tBWnEnuOYjlKlznrL,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#84701),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2vlwZ4xpT6VgQFk3ZQ2Hs3,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#84921),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0oyrKL_jDA_8iX_TxeeCnF,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#85739),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1oe1qexavFCRP8CdcoHdvv,IfcWallStandardCase,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#86118),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1cqRsS82rDHRAw1T3EKPj9,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#86593),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1Zi2Qw2ov0mAVaTuxbQ8NG,IfcWall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#87022),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3V7wCvGQb5Hv_dWX9Cx9I9,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#91043),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3LkFEXG0fAH8PJkanLTzRG,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#91255),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3$0xRNYjr66ASddHtfiBaB,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#91538),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2TVnWtUYDAwf9RnfQo$DCJ,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#91795),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0lWjShJtb7bOj9vvQJ9Hzq,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#92043),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3iSNqAasn72hqbK$rH9BLF,IfcWallStandardCase,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#92227),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3QZISXoHr9$hvsg2xLOEUM,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#92440),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0ugHUDn7PAvujie7rFvm2z,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#92933),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,08xSNTVEH29fpKd3DE2RFb,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#93145),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0IE5_R1VD1SR7bLjGY_tVb,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#95685),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2eYP33F6T7m8b76mRXxQFO,IfcWall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#96289),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1SWI$ktEn3vemlN$Vwv$pm,IfcWall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#96501),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0adT30PHv4i8taKC6as7nH,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#97183),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1dd$3UEIH5avQpc1mCzFzU,IfcWall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST00940,buitenblad_(#97395),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0iE1Eqgmn9E8stK3zRCp01,IfcWall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST00940,buitenblad_(#98885),Stelwerk buitengevel,16-6-2015,22-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1t2w6GPuT4hxRI4oWpzqsF,IfcBeam,2810_hoofddraagconstructies - liggers_staal,IFC_stalen_ligger_L100x10,ST00440,hoeklijn bordes_(#313305),Prefab trappen en bordes ,17-6-2015,17-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1mv_0saPPBCPD2XOUJU6KT,IfcBeam,2810_hoofddraagconstructies - liggers_staal,IFC_stalen_ligger_L100x10,ST00440,hoeklijn bordes_(#313436),Prefab trappen en bordes ,17-6-2015,17-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1OrHcXzkjEdRCi5pDZSUy4,IfcStair,2410_trappen en hellingen - trappen,02 Beton gewapend - prefab,ST00440,trapbordes_(#563970),Prefab trappen en bordes ,17-6-2015,17-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2juCfxNdrEBxCqlaEFFIcX,IfcStair,2410_trappen en hellingen - trappen,02 Beton gewapend - prefab,ST00440,trappen_(#563782),Prefab trappen en bordes ,17-6-2015,17-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2_Ft1QqNH3lOVamOzG$3I$,IfcStair,2410_trappen en hellingen - trappen,02 Beton gewapend - prefab,ST00440,trappen_(#563879),Prefab trappen en bordes ,17-6-2015,17-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2NJMxOkDjAbPq2mPCmb$Tz,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#602974),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1ojaKtktn2JR939OXn12cI,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#605907),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3DDClYMsL2AASvvYqZ_JM1,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#606702),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3aDNQ8THHFderksY8ayZfX,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#682276),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2Z_O5EyOvEZx7it22WH8bw,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#682613),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2_R3np1pLEDgQ05WlSUD2C,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#708407),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1D1obslj52We4OK_e5G8ml,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#770338),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0ie65Ax7XBOPSqsSxPVRXk,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#770584),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1oV1IaAx17z8tBkTjfXF60,IfcWall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#771319),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2zRN8QypH3BfLHX4rjKN5M,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenwand_(#776823),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1vtyYlUzr5Hu7P8PAUN7Yy,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_300mm,ST00480,binnenwand_(#784646),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,23TTW6cOXFG8iTd$PVxAFI,IfcWall,2220_binnenwanden - constructief,IFC_kalkzandsteen_300mm,ST00480,binnenwand_(#784865),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1RnZoYMIz0HPNeJTWrDGhJ,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_300mm,ST00480,binnenwand_(#785047),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3zllf2stH5dxYtyv$76i1m,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_300mm,ST00480,binnenwand_(#785230),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2_h9juv2PD1hCVEkmVDTBL,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenwand_(#785834),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3Ib3hlDqD07wwdmR0Gsgk9,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST00480,binnenwand_(#786017),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2iPHXKEgfAxwWGEHx4Xlhl,IfcWallStandardCase,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST00480,binnenwand_(#818687),Stelwerk kalkzandsteen,18-6-2015,18-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3JgDQorcX1mu9ciyYp80ax,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#110148),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,02QNhwMY59d8$KW9fAbcqC,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#129656),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1gm7UbE1b63Qn1KBRi9Vzn,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#146594),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0PYg1jLiP8bRMjadxzK2Tt,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#158442),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0nME$LgfP9QO0fnBRtNyge,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#158594),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2KSTG8xEnBBhrwJ79moNkA,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#191661),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3Owrw4R9X5ghcyqui1xKqX,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#191813),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1GfAVoWTTB0AIzgrmNeDkH,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#191965),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0w8pgg_fzBFR8pZ5EovTOM,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#192117),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0NyyKmovvCJeBOl6OPYdXU,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#63352),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0ApNJB8DnALhWyk5FqDIfA,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#87782),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1PkWZXAJH909OZThTSMllD,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#90070),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,26joghz8TBsOaP2ODbHqsr,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#90222),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2WctufR59BtvTZpNotWe9n,IfcCovering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#90374),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0TqwB_tNf3IRXB_H3ieIlh,IfcWallStandardCase,3130_buitenwandopeningen - gevuld met deuren,IFC_kozijn_90x114,ST00970,kozijn_(#125502),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3GNvlJOTnCZgas3iV__Q7h,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A_(#73073),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1XDhdMMb1Ea889W5huCDnE,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A1sp_(#141964),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1BnpukGqn2OfhJzX1u$fmY,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A2_(#128666),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,1Xnj16HH157hj_4b0D7V5t,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A2sp_(#126559),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2swAdW_6v84PsgbDqk$qXg,IfcDoor,3230_binnenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A3_(#264611),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0L5SY_Do52GPmuP1oyni8I,IfcDoor,3230_binnenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A5_(#272494),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1fTV47sCf93QtKu7Xg8gFV,IfcDoor,3230_binnenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A6_(#270908),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1ZpiaR_XX9982q1eWrPFWH,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#113293),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ZroFb09PA0Bhk2dFj$8OK,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#116570),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3P7XX_VaXEVuWeUoDUQOPj,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#160577),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2SC6boNBXFQ9n5sZegfTDd,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#179712),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0zmqAMOrD8nR1c8iz4sw$Y,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#53197),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0hjaRA1Pz8HBpgEBLGDFKr,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#99923),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0k3F6_X8z8WP9_LEMgMZi8,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1-R_(#134556),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0pHnM2r7zEexalAwHIm9Bt,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1-R_(#170176),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,21VqULbzr1IxoZ_IhSKiAl,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp_(#120703),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0pszVvdF9BDA45_M2pUV1g,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp_(#164766),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1rIm$2YZ19LBGNmm_tyqOB,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp_(#50130),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0iur7_4VD4xxoIiMBCeFB7,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#102717),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1UHZ2sxLDBVfAV9gufzNTi,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#136977),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,096Y7nQ1bCH8pL7e0SGh0n,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#172597),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0AD49Cr3D3O8k6Zl5HUjwL,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#47471),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3rXPeT4an7$wN11sj0XGGI,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk E3-R_(#156395),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0lVn$Y_759cQUasvxkXfoO,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk F-R_(#187290),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,09YgJlwtPBZPXVROIrWdz0,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk F-R_(#189383),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,0gW6p_9cbDu8bX7gLw9$EM,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk F-R_(#77756),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,2AteZfCsnB0vn3iJO7wGs6,IfcDoor,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk F-R_(#81462),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,01jk9d9JL829zi6eX_Qi4T,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk M_(#144091),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3kZP6ddo9DGAy0e3BKh2ZT,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#123285),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2nIMdNYQL0hP76mDnx7THr,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#124372),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,3DQAcKPffEhwOXIjeyMpIE,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#131772),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,0spKItsIH2hgsjBL98YGqU,IfcWindow,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#132846),Plaatsen kozijnen,18-6-2015,24-6-2015,Too late
2CKEPCy9T9zQMKorZoDrni,1y6ZFrU6HDDOn4EJWX4AMx,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#210395),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,1Wfvdc8vfA9Qk9hSqUGreA,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#213398),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2odBn8x_50KBVd5gLDYab8,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#216980),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2qcnhgEXvFf8fQa_ijMsPI,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#219957),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,046Orv8Pz6$RfrlErYQV4a,IfcWall,2210_binnenwanden - niet constructief,IFC_gipsblokken_70mm,ST00970,separatiewand_(#220162),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0RqSaiGRb23h6XBScX8$Kk,IfcWall,2210_binnenwanden - niet constructief,IFC_gipsblokken_70mm,ST00970,separatiewand_(#220380),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ktHPTS5PFkQ$dRDMhc6n8,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#220772),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,31psyY2YT12PZAzQa$w3EK,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#221829),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0$Z8oc2Rz1GxvVS7VYyyqq,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#222110),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,0p00ONuzr3j8yOzf7xG6RA,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#225098),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
2CKEPCy9T9zQMKorZoDrni,2ieBbuN017VA87BI5wrs06,IfcWall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm_hydro,ST00970,separatiewand_(#228854),Plaatsen kozijnen,18-6-2015,24-6-2015,On time
