BuildingGUID,GUID,ifcClass,Nl-sfb,Material,Task,Resource,TaskName,TaskStart,TaskFinish
2CKEPCy9T9zQMKorZoDrni,20m0Rl3qTEV8jruV1PXOay,Beam,3120_buitenwandopeningen - _lateien,IFC_Vebo_staallatei_L150B,ST01260,staallatei ??_(#504913),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3kV6di9nT6t86j7lp9KPji,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Vebo_spekband_SB 60/70x150,ST01260,afdekker_(#632676),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2ErZlgTjH44QKn4oJvtm1F,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer_zwevend,ST01260,dekvloer_(#556964),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3sV3yThaL77wjeYDhEfcr_,,,,ST01260,(#1007048),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1i9jDZjnL148RE2B1e4cXz,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST01260,separatiewand_(#250096),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3$dmuTcdjCdRaU$JDZZi4l,Covering,4720_dakafwerkingen - bekledingen,01 plaatmateriaal - multiplex,ST01260,kantafwerking_(#847359),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3nNl1y1n567hYW1_dUplEG,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#687858),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2WctufR59BtvTZpNotWe9n,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST01260,kantplank_(#90374),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0L1zhN9vf9PxJ5PoCj828n,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#52232),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0gW6p_9cbDu8bX7gLw9$EM,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST01260,merk F-R_(#77756),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1naZcReNz7PvhQAmj6Jq3I,Beam,1610_funderingsconstructies - voeten en balken,IFC_betonopstort_220x345,ST01260,liftputwand_(#4278),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,25alHEpV9Fy9FgIS3aNU3B,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#82657),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0OhhaL5t1EXAAfK8EJIHVP,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#657623),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,324mh_q7n58uaygLiFVqnk,Window,3720_dakopeningen - gevuld,01 Hout - dak,ST01260,dakkoepel 1000x_(#1019007),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3L2poXIl182OXAa6xsfHz3,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#404290),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2LcFDUf1PBJPasceenEGF9,Slab,2320_vloeren - constructief,"IFC_vloer_geisoleerde_kanaalplaat_Rc=3,00",ST01260,vloer_V0_(#36003),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2pyH8xd0X0$PI9L7$Mba5Q,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_kopergeel_100mm_liggend,ST01260,buitenblad_(#678255),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3t4$7XwXr3aPRpu0dWRVnA,Slab,2320_vloeren - constructief,"IFC_vloer_EPS_stortstrook_Rc=3,00",ST01260,vloer_V0_(#42729),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0vmwxsqzzFRBGbD3IEWCdn,Covering,4110_buitenwandafwerkingen,01 plaatmateriaal - multiplex,ST01260,aftimmering_(#83158),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1$$sLFtS1Fquud_AL06huE,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#74134),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1z6I$GHqj3aQM8jBdt_j1h,Beam,3120_buitenwandopeningen - _lateien,IFC_Vebo_staallatei_L150B,ST01260,staallatei ??_(#504253),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1aqAJbn2P899FboRJr7t0V,Wall,2110_buitenwanden - niet constructief,IFC_kalkzandsteen_100mm,ST01260,opgaand werk_(#21839),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0uZXBPih93hQ$HBE8iJepB,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1023327),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1CQIBzDyv6IAFJV66FGFuL,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#356343),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1mxtkANs9AIxzJfMD63Vpg,Roof,4720_dakafwerkingen - bekledingen,IFC_isolatie_110mm_glaswol,ST01260,dakisolatie_(#797314),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0ItV9_jNjBAfmukQ9onJ6Y,Wall,2710_daken - niet constructief_sporenkap,IFC_knieschot_ongeisoleerd,ST01260,knieschot_(#844214),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,16Daa9Dsf5fggJvPF8ITw3,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1030049),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3K2lHpJrv1HwInFGyztpbn,Railing,3410_balustrades en leuningen - balustrades,08 Glas hekwerk,ST01260,afscheiding_(#717094),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3katximqb12gLboTEVCNWX,,,,ST01260,(#1013591),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,29cEynWWDFkx5x1iPW_DJE,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#309056),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3ExMtTdDzFDgE9eIPl$xYv,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_kopergeel_100mm_staand,ST01260,buitenblad_(#431682),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0Kj3msfqf7Tuth1vAXcKAy,Covering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01260,gevelisolatie_(#66172),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,282lMKEF155fu34pjnw0km,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#70825),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2VECTsx1j7tvYwrtvvd72j,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#871647),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0oBzJgs8HAxxFe1jMo_GHm,Pipe Segment,5210_afvoeren - regenwater,04 Zink,ST01260,hwa afvoer_(#602799),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0o8A$m95XDRhdZ5aMMZJUg,,,,ST01260,(#1013485),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3Ib3hlDqD07wwdmR0Gsgk9,Wall,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST01260,binnenwand_(#786017),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0L$szIzt9AEfIw7J_GoH6o,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1024498),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0xXBzRIpv1B8KhXqw0kzQL,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST01260,separatiewand_(#902921),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2CVcdOvAPA$ACKYsdQk8_P,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm_hydro,ST01260,separatiewand_(#231805),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1xxcOP5FX4AwLNM_G$IU9y,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST01260,separatiewand_(#293852),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1NkTtW$pz0hev1oQHyBTAw,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST01260,separatiewand_(#898270),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0Jil0RPdb64gsL$aifuc2Y,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#409766),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0TrTdRbqb6JAV4DIfR4UEa,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Roval_waterslag_ type_Elegance_15gr/168,ST01260,waterslag_(#200101),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,13z0lujtTASOiWBBvoob6M,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_kopergeel_100mm_liggend,ST01260,buitenblad_(#439012),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1_gOOeEw173gIkBpewt3OJ,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#724350),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1goPNYBYf6SxalewkScIHW,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST01260,merk B2sp_(#326833),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1Y9HnWdIX5TQa42qpM9b8p,Covering,4210_binnenwandafwerkingen,IFC_wandtegels_250x200,ST01260,wandtegelwerk_(#310421),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0dq5E7j9zFV8gkjDgPaVJn,Slab,2320_vloeren - constructief,IFC_breedplaat_schil_60mm,ST01260,vloerveld_(#320645),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0NBw44E0v4WwbOzfPPORB7,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#145995),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3My44kBFTARABD4rhpARyK,Door,3230_binnenwandopeningen - gevuld met deuren,205 ongewapend beton,ST01260,merk A3sp_(#311794),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1KluSWom50ruxJKDZ6niGp,,,,ST01260,(#806811),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0R69HoRWz0C9s$TSI4WT3Z,Wall,2110_buitenwanden - niet constructief,IFC_kalkzandsteen_100mm,ST01260,opgaand werk_(#16292),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1MHXWWTAr1pf9OcVh$9jO8,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST01260,separatiewand_(#902490),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1IG_Hytrj0MAlPDgzQuiD4,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#730299),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2CnyhRKh1AdQxqW75pCDME,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#171385),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3a7rERGcH42uCPJ5KdfkXU,Beam,2810_hoofddraagconstructies - liggers_staal,033 - constructief staal,ST01260,HEB220_(#990931),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3OAiq2VYn5zuvoqhsg9so0,Covering,4110_buitenwandafwerkingen,04 Zink,ST01260,zinkwerk_(#854347),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2RYF0ahfD1KxjLZNPG9MI4,,,,ST01260,(#1012946),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3xajNY_XX8PudCt99cR7Gd,Roof,2710_daken - niet constructief_sporenkap,IFC_dakplaat_195_overstek_ongeisoleerd,ST01260,sporenkap_(#418310),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3y8duOLdfDFx8jpamrKlLU,Pipe Segment,5210_afvoeren - regenwater,04 Zink,ST01260,hwa afvoer_(#449555),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,01zmAbDtb2Ow3xBTdVwnPQ,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#192901),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3_dXL6FOT84BeRzI_st3H3,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#661777),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3jn9oagCH8ShuPhdDQTcb2,Beam,2810_hoofddraagconstructies - liggers_staal,033 - constructief staal,ST01260,HEA220_(#988627),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0hD1KoUqr9cvPQlIk_tdW7,Covering,4710_dakafwerkingen - afwerkingen,04 Zink,ST01260,dakopstand_(#1010943),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,333xBd8krAqxuPdcigF0Cj,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#488937),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1sOo8V1290ER5_FhzQZISS,Slab,2320_vloeren - constructief,"IFC_vloer_geisoleerde_kanaalplaat_Rc=3,00",ST01260,vloer_V0_(#38487),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,04Q0fmnG9Df8HggeAZ9tbV,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_kopergeel_100mm_staand,ST01260,buitenblad_(#633693),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0Ffx1IEKfDivJxeOxFfsGd,Covering,4110_buitenwandafwerkingen,IFC_isolatie_74mm_PIR,ST01260,gevelisolatie_(#349165),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0fzgTqKXHB7u3sFJJEDAXx,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#684561),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1Fq2aoh7z7fuaxK1pSjSsM,Railing,3410_balustrades en leuningen - balustrades,05 Staal - RAL 7016,ST01260,afscheiding_(#452074),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1DqS0YHf90hBqPCNOVQzgV,Covering,4720_dakafwerkingen - bekledingen,IFC_dakpan_Coramic_301_leipan_vlak,ST01260,dakpan (vlak)_(#828640),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3tbJ$QqQv4wwYaBIZEbTMZ,Covering,4110_buitenwandafwerkingen_spekbanden_waterslagen_afdekkers,IFC_Vebo_spekband_SB 60/70x150,ST01260,afdekker_(#667290),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,204yhYTyXB9RoXYX4jVyl1,Slab,2320_vloeren - constructief,IFC_breedplaat_schil_60mm,ST01260,dakvloer_(#988126),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,03EsVWJLz4DP5qdjaBI8E0,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#74565),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3PvLJ0ODb5nv71rSP2QVl6,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#390878),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1LO7oFJeD2EOm59wZdV6yt,Covering,4710_dakafwerkingen - afwerkingen,04 Zink,ST01260,dakopstand_(#1007971),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1$E62zAK14Ieu10zChpqzI,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#395617),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,27pFf1NVr8U8_Uo1jtbjaP,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#726242),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1qWfbRwbT55R6UZM54lizh,Beam,2810_hoofddraagconstructies - liggers_staal,05 Staal - RAL 7016,ST01260,stripstaal 80/8_(#738386),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3v7jjIBmv4zeDHY2O7CTFc,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#871283),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0wOihoGAv9NfPaO3AoCN6d,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1028957),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2U9F4ZsZT00uwGABsPQbnY,Roof,2710_daken - niet constructief_sporenkap,IFC_dakplaat_131_overstek_geisoleerd,ST01260,sporenkap_(#860402),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1N8UdYuOrAExGoPbE5uMa0,Wall,2110_buitenwanden - niet constructief,IFC_kalkzandsteen_100mm,ST01260,opgaand werk_(#18131),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1ROU019B5BAxcHX_OSaLaP,Covering,4510_plafondafwerkingen - verlaagd,"IFC_gipsplafond_2*12,5",ST01260,gipsplafond_(#801873),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3I7hg5VEP0duJyqNFK45Zg,,,,ST01260,(#500567),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1n2Zaq$mr8eRtRsO2P_09$,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#417775),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0qcOYgOKn4w8o5HZbgyr_c,Covering,4720_dakafwerkingen - bekledingen,01 plaatmateriaal - multiplex,ST01260,kantafwerking_(#891529),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2S3aRkWJH1hBZYiuGiegy9,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#631986),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,04iScL2Kn3cv3CSwJZjP8B,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_kopergeel_100mm_liggend,ST01260,buitenblad_(#693650),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2CpS3oLuj1PQR007IfyA5C,Covering,4110_buitenwandafwerkingen_vensterbanken,IFC_Holonite_vensterbank_300x20,ST01260,vensterbank_(#205680),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1pkaLNlpH9NAFgu$xlMYeJ,Building Element Proxy,6400_communicatie,Metaal - Aluminium,ST01260,brievenbussen_(#269096),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,18k8fIKyz7xRyTkOjfMWAj,,,,ST01260,(#997749),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0Lq86iLmnEmvk0UTmqG0A9,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST01260,binnenblad_(#143410),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3moPDBSqT9tQAX9t$XC0Mf,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST01260,binnenblad_(#337098),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0xMCZmReHAYRBskhEoYg7K,Covering,4710_dakafwerkingen - afwerkingen,01 plaatmateriaal - platsica 10mm,ST01260,gootplafond_(#444195),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3FOkZnh7XCVeD8wx8spI9y,Wall,2710_daken - niet constructief,IFC_dakkapel_zijwang,ST01260,zijwang dakk_(#786785),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1N2adTPyHFBuHfjb91hRDU,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#489537),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2odgrV509EaBRBfz5g8pOe,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_175mm,ST01260,binnenblad_(#607068),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0uZmhCuLrEaANHYCtz$Bk1,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1024316),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2Hz4R1LgD5JfhOhVv2GAWG,Wall,2110_buitenwanden - niet constructief,IFC_baksteen_roodbruin_100mm_liggend,ST01260,buitenblad_(#663885),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3nuZBqIJf0aQghu9vJTCMz,Covering,4110_buitenwandafwerkingen,99 Brandwering,ST01260,zinkwerk_(#478317),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2HurnQJ9rAjwpJ$kFfBHZt,,,,ST01260,(#502880),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2hgWXX7Gv2IQofn8Wp1mpX,Covering,4110_buitenwandafwerkingen,IFC_isolatie_115mm_glaswol,ST01260,gevelisolatie_(#162403),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,0vlqD5_HT1EAAlAlWZ4gHw,Wall,2110_buitenwanden - niet constructief LAAG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#176687),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2DxhvSQl14H9F76ne_NvH7,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#355316),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2vPCtDLZLDcO0yiEWImdtY,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST01260,stelkozijn_(#610113),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,35FzWoDJj5TOyrX9JP$IHa,Covering,4110_buitenwandafwerkingen_vensterbanken,IFC_Holonite_vensterbank_300x20,ST01260,vensterbank_(#739836),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3hdlixJW55mBUHlHYjWta_,,,,ST01260,(#1002914),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3ZL_NRU7f1Cxf23xJScxOr,Door,6610_transport - liften,60 RVS,ST01260,liftdeur_(#740388),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2YR$saAx9BXv5egdnvPRhc,Beam,2810_hoofddraagconstructies - liggers_staal,033 - constructief staal,ST01260,HEB220_(#989980),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3j7$IyxrL6mO5Ws1BUHOnA,,,,ST01260,(#995291),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,32l4cTkjD4_v4C70M0cRme,Wall,2110_buitenwanden - niet constructief,"IFC_HSB_155_wandelement_Rc=3,67",ST01260,HSB-element_(#56010),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3B$2Zfm9H1Lhfx0rQ_5Uk9,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#356525),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1mlGJs8VjD4RqOIlGby3sz,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST01260,stelkozijn_(#639569),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1UiQXYWMbFwPNbbRQUamlC,Covering,4320_vloerafwerkingen - niet verhoogd_terrastegels,02 Beton ongewapend,ST01260,betontegels_(#1026773),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,2DT2RZGUj9SeTl7z8BqNsV,,,,ST01260,(#1013770),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3iSNqAasn72hqbK$rH9BLF,Wall,2110_buitenwanden - niet constructief HOOG,IFC_baksteen_roodbruin_100mm_staand,ST01260,buitenblad_(#92227),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,33f55tPKH1gABrld08RKTa,Slab,4320_vloerafwerkingen - niet verhoogd_dekvloer,IFC_dekvloer_zwevend,ST01260,dekvloer_(#745042),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,3NgiBKD7r4vviLopiS4MVv,Door,2210_binnenwanden - niet constructief,205 ongewapend beton,ST01260,D1L_(#590103),Afbouw,7-9-2015,31-12-2015
2CKEPCy9T9zQMKorZoDrni,1f9lVTH2DDZ8eV_Q6E$Eqa,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_100mm,ST01260,liftwand_(#991757),Afbouw,7-9-2015,31-12-2015
