BuildingGUID,GUID,ifcClass,Nl-sfb,Material,Task,Resource,TaskName,TaskStart,TaskFinish
2CKEPCy9T9zQMKorZoDrni,2zhjAvHdLDuANGLssa84MG,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm_hydro,ST00970,separatiewand_(#306300),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0spKItsIH2hgsjBL98YGqU,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#132846),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1DSrV1NmzDsOFC2B7sgDZp,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#109056),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2_R3np1pLEDgQ05WlSUD2C,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#708407),Stelwerk kalkzandsteen,18-6-2015,18-6-2015
2CKEPCy9T9zQMKorZoDrni,0kNgaxdV9Fhuyu5r_qJZ8l,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#95224),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1U5753XdLBnxZmF2o6NTuz,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#52137),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3iuRGlREP4qf3nDswKsWw_,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#249483),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1ebZ4At2n50erKIkGzq26v,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#180586),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0hjaRA1Pz8HBpgEBLGDFKr,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#99923),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2vlI$QeTP4G9YIWk86NFAi,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#85559),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0pWvvSDFz8IgsrdBf_cjUJ,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#95065),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0msuzkNVv9QehlFe8gngO8,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#173388),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2K8ZUQh1b52wykckodSuUf,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#171226),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1JRydtVc97cvwHAKXmm4q6,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#274412),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3T6NXncNvBXx7h2iCZANrZ,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#80219),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,39kBqwt4v2zvea7oGp2oEZ,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#263337),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2WctufR59BtvTZpNotWe9n,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#90374),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0L1zhN9vf9PxJ5PoCj828n,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#52232),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0gW6p_9cbDu8bX7gLw9$EM,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk F-R_(#77756),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1$$sLFtS1Fquud_AL06huE,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#74134),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3Ib3hlDqD07wwdmR0Gsgk9,Wall,2220_binnenwanden - constructief,IFC_kalkzandsteen_120mm,ST00480,binnenwand_(#786017),Stelwerk kalkzandsteen,18-6-2015,18-6-2015
2CKEPCy9T9zQMKorZoDrni,1xxcOP5FX4AwLNM_G$IU9y,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#293852),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2CnyhRKh1AdQxqW75pCDME,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#171385),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,03EsVWJLz4DP5qdjaBI8E0,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#74565),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,25bhdbGpn0OO33BpSQj7PS,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#248850),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1Xnj16HH157hj_4b0D7V5t,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A2sp_(#126559),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1i6IN8Uv14vfgk48fzU80N,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#119145),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,046Orv8Pz6$RfrlErYQV4a,Wall,2210_binnenwanden - niet constructief,IFC_gipsblokken_70mm,ST00970,separatiewand_(#220162),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0H2ypHDCr0BRCn4DQCiDdN,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#86002),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2Jwj7CPxf6Pv_NhzDSpOzC,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#157989),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3XrKPuV1j0wehIKQYpB8BR,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#135765),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3DQAcKPffEhwOXIjeyMpIE,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#131772),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0$iC8vpLP1iBwf3DjUKkhs,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm_hydro,ST00970,separatiewand_(#293362),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,28CEomXyDEYPtMMAm_3yyq,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#118878),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,09YgJlwtPBZPXVROIrWdz0,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk F-R_(#189383),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3kZP6ddo9DGAy0e3BKh2ZT,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk N_(#123285),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0iF69O0izB3P0oGDoyQCk2,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#85464),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3tvFlUIPT5$fIi_9R0DTyu,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#119056),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2ieBbuN017VA87BI5wrs06,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm_hydro,ST00970,separatiewand_(#228854),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0PlRE4Ii52PviyywtXdEaS,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#144977),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2nPLk4yavBremgrANqr6AV,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#157836),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,104jchuGb5CQILanyKVN06,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#48918),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2KSTG8xEnBBhrwJ79moNkA,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#191661),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0iur7_4VD4xxoIiMBCeFB7,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#102717),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0P03HpiGnEb9_0bPNOY$bN,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#171580),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2WI7ATKxvDdQ9EyJ0yZVJ$,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#173578),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1UHZ2sxLDBVfAV9gufzNTi,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#136977),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0p00ONuzr3j8yOzf7xG6RA,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#225098),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0w8pgg_fzBFR8pZ5EovTOM,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#192117),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0L5SY_Do52GPmuP1oyni8I,Door,3230_binnenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A5_(#272494),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2oHf5xu9rCShA2vk8e$X0R,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#161362),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3rXPeT4an7$wN11sj0XGGI,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk E3-R_(#156395),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3Owrw4R9X5ghcyqui1xKqX,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#191813),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2rU778hnn17RLqAy8pcldQ,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#135447),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2ZroFb09PA0Bhk2dFj$8OK,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#116570),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3n8U7gD5bFPQBGJuBBZyez,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#51947),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3dWdsFnyrFJwiBaTTCZVqx,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#51016),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3Gxt9wdyf0CP81hz3n6B$I,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#74328),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,02QNhwMY59d8$KW9fAbcqC,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#129656),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2ktHPTS5PFkQ$dRDMhc6n8,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#220772),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2qcnhgEXvFf8fQa_ijMsPI,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#219957),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,36luv8eiv6T8p4FqtPI9Cy,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#79303),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2_h9juv2PD1hCVEkmVDTBL,Wall,2220_binnenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenwand_(#785834),Stelwerk kalkzandsteen,18-6-2015,18-6-2015
2CKEPCy9T9zQMKorZoDrni,0pHnM2r7zEexalAwHIm9Bt,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1-R_(#170176),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0qC0BjM$LEihw9rhaU6soM,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#85242),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2_KAmB$JbBc8f9puZ0mA$z,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#143294),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,18Fq9tXj1BqfwBSwkhBL9E,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#108866),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2r36KpN6z5Yvkd6nZ3NvOF,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#79462),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3rauAPp7j8Nw6oa94yi1gA,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_70mm,ST00970,separatiewand_(#259111),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3h3rm8a1H8UArxBi_BZ7RP,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#161629),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1bZOp7EYv1LPmsDGrxk0Df,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#85907),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1y6ZFrU6HDDOn4EJWX4AMx,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#210395),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1ZOJLfb2PDrB3IeR5M_8hV,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#252487),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3tBu6dK258ax0Int5dfgqm,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#144882),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,01jk9d9JL829zi6eX_Qi4T,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk M_(#144091),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0bY94plmv9fQykS2LxZIhN,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#165640),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0gLFztMZT6kB3AGpbabR0y,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#79144),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3aDNQ8THHFderksY8ayZfX,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#682276),Stelwerk kalkzandsteen,18-6-2015,18-6-2015
2CKEPCy9T9zQMKorZoDrni,1XDhdMMb1Ea889W5huCDnE,Door,3130_buitenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A1sp_(#141964),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1Hop7C_uL2NwEiyQMadOw5,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#138027),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3Js2CkhUz8Wvt1TkaIilzA,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#51111),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1fTV47sCf93QtKu7Xg8gFV,Door,3230_binnenwandopeningen - gevuld met deuren,205 ongewapend beton,ST00970,merk A6_(#270908),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,02qFi5dEH0$Q61urORyM31,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#51206),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1PkWZXAJH909OZThTSMllD,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#90070),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3P7XX_VaXEVuWeUoDUQOPj,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1_(#160577),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3nVqQsuY5B4O4ocypzjuS1,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#161540),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2r5DpMjcD2SxKJHMBYmpD8,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#117461),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3JgDQorcX1mu9ciyYp80ax,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#110148),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2YkYWM2HT9PgN0j7s0athM,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#180764),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2wy3VKvk12o9RmHjJMAIIK,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#180675),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3zllf2stH5dxYtyv$76i1m,Wall,2220_binnenwanden - constructief,IFC_kalkzandsteen_300mm,ST00480,binnenwand_(#785230),Stelwerk kalkzandsteen,18-6-2015,18-6-2015
2CKEPCy9T9zQMKorZoDrni,15GSSYOO92mhAIQLtrHtmj,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#118967),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0RqSaiGRb23h6XBScX8$Kk,Wall,2210_binnenwanden - niet constructief,IFC_gipsblokken_70mm,ST00970,separatiewand_(#220380),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2ocDFGALz5b8ewo6rsffUj,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#86377),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0AD49Cr3D3O8k6Zl5HUjwL,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#47471),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2xYWXUDbT4tvMDtBQ4Ozca,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#108417),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0T$nAC26PBZfnA7kWSCytO,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#86878),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1Zr50aqRX2wAja7XgxWUro,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#109151),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1GfAVoWTTB0AIzgrmNeDkH,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#191965),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3DDClYMsL2AASvvYqZ_JM1,Wall,2120_buitenwanden - constructief,IFC_kalkzandsteen_214mm,ST00480,binnenblad_(#606702),Stelwerk kalkzandsteen,18-6-2015,18-6-2015
2CKEPCy9T9zQMKorZoDrni,3lzeIrqN94Ww4su1Zq9ZXj,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#87288),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0DxAZgm9r5fPzJJ1Cxp6l5,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#109246),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0yvv9KZmfCgxwgMryfcS2_,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#143104),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,096Y7nQ1bCH8pL7e0SGh0n,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp-R_(#172597),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2$8H3Tz8X5yB2XpDW0lpsm,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#173483),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0GSCEc2jz2QQHsY7vU6wah,Door,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#274323),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,3Y6GEPRLv979pJKNW51a7e,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#109341),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0ApNJB8DnALhWyk5FqDIfA,Covering,4110_buitenwandafwerkingen,IFC_Vebo_kantplank_KP250x50,ST00970,kantplank_(#87782),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,19KFf_kzDEigi2BNHjEY$n,Door,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#82418),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,0pszVvdF9BDA45_M2pUV1g,Window,3120_buitenwandopeningen - gevuld met ramen,205 ongewapend beton,ST00970,merk B1sp_(#164766),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,1Wfvdc8vfA9Qk9hSqUGreA,Wall,2210_binnenwanden - niet constructief,IFC_separatiewand_gasbeton_100mm,ST00970,separatiewand_(#213398),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,2nmmJqpn59two1OXHa1gqi,Window,3120_buitenwandopeningen_stelkozijnen,01 plaatmateriaal - multiplex,ST00970,stelkozijn_(#108576),Plaatsen kozijnen,18-6-2015,24-6-2015
2CKEPCy9T9zQMKorZoDrni,17P2BjQBr7DgNAGE_cbD2D,Window,3120_buitenwandopeningen_stelkozijnen,01 Hout - stelkozijn,ST00970,stelkozijn_(#173673),Plaatsen kozijnen,18-6-2015,24-6-2015
